PSG_ID,PSG_VERIFIED,PSG_AGE,PSG_GENDER,PSG_TYPE,PSG_SEAT_TYPE,PSG_FLT_ARL_IATA,PSG_FLT_ROUTE,PSG_FLT_DATE
IM9J8AQU,True,18,FEMALE,Solo Leisure,Economy Class,KB,Athens to Moscow,March 2020
X8S3MTUT,True,31,FEMALE,Solo Leisure,Economy Class,KB,Lyon to Moscow via Delhi,February 2020
S5FRWE7Z,True,35,MALE,Solo Leisure,Economy Class,KB,Bucharest to Moscow,December 2019
QJZS8YVJ,True,21,FEMALE,Solo Leisure,Economy Class,KB,Ljubljana to Moscow ,March 2020
TX57YC5B,True,24,FEMALE,Family Leisure,Economy Class,KB,London to Dubai via Moscow,February 2020
RD2E74GM,True,31,FEMALE,Family Leisure,Economy Class,KB,Phuket to Oslo via Moscow,January 2020
Z5IQUYHZ,True,57,FEMALE,Solo Leisure,Economy Class,KB,New York to Delhi via Moscow,November 2019
DUC484NC,True,22,MALE,Solo Leisure,Economy Class,KB,Amsterdam to Hanoi via Moscow,February 2020
L8AKVD2O,True,22,MALE,Solo Leisure,Economy Class,KB,Athens to Moscow,January 2020
B388AVL7,True,22,FEMALE,Solo Leisure,Economy Class,KB,Irkutsk to Moscow svo,January 2020
VDMATPAZ,True,28,FEMALE,Solo Leisure,Economy Class,KB,Tel Aviv to Moscow,January 2020
XGJZE39C,True,43,MALE,Solo Leisure,Economy Class,KB,London to Hong Kong via Moscow,January 2020
WMXSVLTD,True,30,FEMALE,Solo Leisure,Economy Class,KB,Moscow to Helsinki,January 2020
B95LF2EE,True,29,MALE,Couple Leisure,Economy Class,KB,Ho Chi Minh to Amsterdam via Moscow,January 2020
DH9OPHRB,True,28,MALE,Solo Leisure,Economy Class,KB,Amsterdam to Hong Kong via Moscow,December 2019
KT3PXKFH,True,20,FEMALE,Solo Leisure,Economy Class,KB,Warsaw to Moscow ,December 2019
OIVA76EJ,True,36,FEMALE,Solo Leisure,Economy Class,KB,Paris to Phuket via Moscow,December 2019
UVFQSM2E,True,25,FEMALE,Family Leisure,Economy Class,KB,Hanoi to Stockholm via Moscow,July 2019
Y32TQ7LK,True,26,MALE,Solo Leisure,Economy Class,KB,Warsaw to Moscow,August 2019
HAVQJA4R,True,15,MALE,Solo Leisure,Economy Class,KB,Prague to Cairo via Moscow,June 2019
DIM2MMKY,True,24,FEMALE,Solo Leisure,Economy Class,KB,London to Seoul via Moscow,October 2019
QA8OG79Q,True,18,MALE,Family Leisure,Economy Class,KB,Moscow to Los Angeles,October 2019
LVE6459S,True,17,MALE,Business,Economy Class,KB,Vienna to Moscow,October 2019
IQX56U25,True,14,MALE,Business,Business Class,KB,Moscow SVO to Paris CDG,October 2019
AUP747ZF,True,36,FEMALE,Business,Premium Economy,KB,New York to NurSultan via Moscow,September 2019
CAV7FANR,True,31,FEMALE,Family Leisure,Economy Class,KB,St Petersburg to Moscow via New Delhi,September 2019
MBSXHU27,True,20,MALE,Solo Leisure,Economy Class,KB,Ho Chi Minh City to Verona via Moscow,September 2019
RAP77GGR,True,21,FEMALE,Business,Economy Class,KB,Washington DC to Moscow,September 2019
BPPCIDR7,True,46,MALE,Solo Leisure,Economy Class,KB,Seoul to Minsk via Moscow,September 2019
QYMHLQZ3,False,23,FEMALE,Couple Leisure,Economy Class,KB,Barnaul to Vienna via Moscow,September 2019
NLU4Y5AY,True,26,FEMALE,Family Leisure,Economy Class,KB,Moscow to Nalchik,August 2019
RCIM8YWM,True,22,FEMALE,Solo Leisure,Economy Class,KB,Los Angeles to Istanbul via Moscow,September 2019
S6JRGMX7,True,19,MALE,Couple Leisure,Economy Class,KB,Vladivostok to Moscow,September 2019
D2LGVK92,True,25,FEMALE,Family Leisure,Economy Class,KB,New York to Moscow,September 2019
GW6L7VSL,True,26,MALE,Family Leisure,Economy Class,KB,Washington to Minsk via Moscow,September 2019
VLYZFO4J,True,33,FEMALE,Business,Economy Class,KB,Kazan to Lisbon via Moscow,August 2019
I2M8QGSS,True,23,MALE,Business,Economy Class,KB,Moscow to Kazan,August 2019
Q2YBTY9S,True,45,FEMALE,Business,Economy Class,KB,Lisbon to Moscow,August 2019
WOKGU3RC,True,19,MALE,Couple Leisure,Economy Class,KB,Oslo to Bangkok via Moscow,August 2019
CHGHIGZ3,False,16,FEMALE,Solo Leisure,Business Class,KB,Moscow to Athens,August 2019
ON945AEP,False,20,MALE,Family Leisure,Economy Class,KB,Madrid to Bangkok via Moscow,August 2019
NYU7KCDS,True,25,FEMALE,Family Leisure,Economy Class,KB,New York to Tel Aviv via Moscow,June 2019
YJ233UGD,True,35,FEMALE,Solo Leisure,Economy Class,KB,New York to Tel Aviv via Moscow,June 2019
ISOL5T6W,True,14,MALE,Solo Leisure,Economy Class,KB,Madrid to Guangzhou via Moscow,July 2019
ABSYUPFO,True,34,FEMALE,Solo Leisure,Economy Class,KB,Amsterdam to Simferopol via Moscow,July 2019
OBTHD93R,True,29,MALE,Solo Leisure,Economy Class,KB,Bangkok to Moscow,July 2019
RWUHSH3L,False,14,FEMALE,Family Leisure,Business Class,KB,Berlin to Delhi via Moscow,June 2019
XZTBFJ8P,True,33,FEMALE,Solo Leisure,Economy Class,KB,Almaty to Copenhagen via Moscow,June 2019
NSIPWBN5,True,29,FEMALE,Family Leisure,Economy Class,KB,Amsterdam to Phuket via Moscow,July 2019
YMLDDR2B,True,25,MALE,Family Leisure,Economy Class,KB,New York to Istanbul via Moscow,June 2019
LO5DUTU6,True,26,MALE,Business,Economy Class,KB,Belgrade to Delhi via Moscow ,June 2019
INTUXEPR,True,25,MALE,Family Leisure,Economy Class,KB,Almaty to New York via Moscow,June 2019
M5H86CYE,True,32,FEMALE,Business,Economy Class,KB,Moscow to Los Angeles,June 2019
CQCTKKRP,True,26,FEMALE,Couple Leisure,Economy Class,KB,Samara to New York via Moscow,June 2019
E4DXN2VU,True,19,FEMALE,Solo Leisure,Economy Class,KB,Perm to New York via Moscow,June 2019
DHHTZHBA,True,15,MALE,Business,Economy Class,KB,Minsk to Amsterdam via Moscow,May 2019
O8XQWR8M,True,22,FEMALE,Business,Economy Class,KB,Moscow to Delhi,May 2019
FCVA9WXE,True,20,FEMALE,Business,Business Class,KB,Lisbon to Hanoi via Moscow,May 2019
XNYLVAL4,True,26,FEMALE,Solo Leisure,Economy Class,KB,Moscow to Los Angeles,May 2019
M2DMCPU5,True,17,MALE,Solo Leisure,Economy Class,KB,Shanghai to London via Moscow,April 2019
VJLRDGUV,True,19,MALE,Couple Leisure,Economy Class,KB,Bangkok to Budapest via Moscow,May 2019
HTA3Y2FQ,True,19,FEMALE,Solo Leisure,Economy Class,KB,Gatwick to St. Petersburg,May 2019
ERQU6Q3F,True,17,MALE,Business,Economy Class,KB,Amsterdam to Ulaanbaatar via Moscow SVO,January 2019
QMG3QHIM,False,26,FEMALE,Family Leisure,Economy Class,KB,Stockholm to Tokyo via Moscow,April 2019
D4NUAOZD,True,35,MALE,Solo Leisure,Economy Class,KB,Malé to Zurich via Moscow ,May 2019
SQN39F9W,True,39,MALE,Family Leisure,Economy Class,KB,Washington to Moscow via Tel Aviv,April 2019
DNHVOFMH,True,60,MALE,Solo Leisure,Economy Class,KB,Hong Kong to Moscow,April 2019
XXH7TI7E,True,36,MALE,Solo Leisure,Economy Class,KB,Male to Moscow,April 2019
S9Z9HO4L,True,24,MALE,Couple Leisure,Economy Class,KB,Delhi to Moscow,April 2019
GTVN7WIW,True,13,FEMALE,Solo Leisure,Economy Class,KB,Phuket to Amsterdam via Moscow,March 2019
B288NAYW,True,53,MALE,Business,Economy Class,PM,Milano to Olbia,April 2023
EHVXAPDI,False,29,FEMALE,Solo Leisure,Economy Class,LW,Miami to Buenos Aires,July 2023
KQ4O5P6I,False,62,FEMALE,Couple Leisure,Economy Class,LW,Cordoba to Aeroparque,June 2023
NIXX78YR,True,13,FEMALE,Solo Leisure,Economy Class,LW,Ushuaia to Buenos Aires,March 2023
WVME3YHN,True,50,FEMALE,Solo Leisure,Economy Class,LW,Buenos Aires to Brussels via Rome,February 2023
CFRFJZGY,True,43,MALE,Couple Leisure,Business Class,LW,Buenos Aires to Miami,January 2023
MY6E88ZJ,True,16,MALE,Couple Leisure,Economy Class,LW,Ushuaia to El Calafate,December 2022
N4YOSKZZ,False,15,MALE,Solo Leisure,Economy Class,LW,Ushuaia to Buenos Aires,December 2022
GBGBKQHS,True,17,FEMALE,Family Leisure,Economy Class,LW,Santa Cruz to Buenos Aires,November 2022
EARIKMMN,True,46,MALE,Solo Leisure,Economy Class,LW,Bogota to Montevideo via Buenos Aires,November 2022
ZO2K4YNF,False,23,FEMALE,Business,Economy Class,LW,Buenos Aires to Salta,August 2022
WU3ERTDS,True,27,MALE,Business,Business Class,LW,Madrid to Buenos Aires,March 2022
XKIUOC4P,True,23,FEMALE,Business,Economy Class,LW,Buenos Aires to San Juan Domingo Faustino,February 2022
TB2H8YPL,True,29,MALE,Solo Leisure,Economy Class,LW,Buenos Aires to Sao Paulo,December 2021
RHI4ODNO,False,14,MALE,Couple Leisure,Economy Class,LW,Buenos Aires to Tucuman,November 2021
LCANHFRW,True,32,MALE,Solo Leisure,Economy Class,LW,Buenos Aires to El Calafate,November 2020
OSBOQM3F,True,29,MALE,Solo Leisure,Economy Class,LW,Iguazu to Barliloche via Buenos Aires,April 2020
OIOAK3YA,True,31,MALE,Family Leisure,Business Class,LW,Buenos Aires to New York,March 2020
IQ4427TV,True,36,MALE,Couple Leisure,Economy Class,LW,Buenos Aires to Mendoza,November 2019
L9Y7PDRE,True,31,FEMALE,Solo Leisure,Economy Class,LW,Santiago to Buenos Aires,September 2019
Y9PDZW6O,False,49,FEMALE,Couple Leisure,Economy Class,LW,Cordoba to Buenos Aires ,July 2019
WKI9HG9X,False,26,MALE,Family Leisure,Economy Class,LW,New York to Buenos Aires,June 2019
DEHGF5WT,True,27,MALE,Solo Leisure,Economy Class,LW,Buenos Aires to Rio de Janeiro,June 2019
KJQR97YR,True,17,FEMALE,Couple Leisure,Economy Class,LW,Buenos Aires to El Calafate,April 2019
POOMP633,True,15,FEMALE,Solo Leisure,Economy Class,LW,Cordoba to Buenos Aires,December 2018
Q9V2VPGQ,True,13,MALE,Couple Leisure,Premium Economy,LW,Rio De Janeiro to Bariloche via Buenos Aires,May 2019
ARB4X6Q9,True,15,FEMALE,Family Leisure,Economy Class,LW,Puerto Iguazú to Buenos Aires ,March 2019
UQOHYZ9D,True,43,MALE,Family Leisure,Economy Class,LW,El Calafate to Puerto Iguazú via Buenos Aires ,February 2019
ZTC9PNSZ,True,13,MALE,Family Leisure,Economy Class,LW,Buenos Aires to Rio de Janeiro,January 2019
R5GQP68L,True,29,FEMALE,Couple Leisure,Economy Class,LW,Buenos Aires to Rio Grande,November 2018
HWNK937D,True,14,MALE,Couple Leisure,Economy Class,LW,Montevideo to Buenos Aires,November 2018
LDNND68S,True,39,FEMALE,Couple Leisure,Economy Class,LW,El Calafate to Ushuaia,October 2018
I55P46Z6,True,19,FEMALE,Business,Economy Class,LW,San Luis to Buenos Aires,May 2018
IGJKYAP5,True,27,MALE,Couple Leisure,Economy Class,LW,Asuncion to Aeroparque Buenos Aires,March 2018
YYEF2RO3,True,14,MALE,Solo Leisure,Economy Class,LW,Ushuaia to Puerto Iguazu via Cordoba,March 2018
AIQ5A3TW,True,15,FEMALE,Couple Leisure,Economy Class,LW,Buenos Aires to Iguazu,February 2018
VCM9TXT4,True,13,FEMALE,Solo Leisure,Economy Class,LW,Buenos Aires to El Calfate,December 2017
RQMAPIDE,True,30,FEMALE,Family Leisure,Economy Class,LW,Buenos Aires to new York,October 2017
LM7WFOCU,True,18,FEMALE,Solo Leisure,Economy Class,LW,Buenos Aires to Puerto Iguazu,November 2017
UKR8T5PV,False,42,FEMALE,Couple Leisure,Business Class,LW,Miami to Buenos Aires,November 2017
X85WL4QK,False,28,MALE,Family Leisure,Economy Class,LW,Zurich to Buenos Aires via Rio de Janeiro,October 2017
EUUAHLY6,False,17,FEMALE,Couple Leisure,Economy Class,LW,Mendoza to Aeroparque,September 2017
TRG2NHAA,False,27,FEMALE,Couple Leisure,Economy Class,LW,Aeroparque to Puerto Iguazu,August 2017
GROZ5GKU,False,15,FEMALE,Business,Business Class,LW,Buenos Aires to Miami,August 2017
XNJ7CWMO,False,18,MALE,Business,Economy Class,LW,Cordoba to El Calafate via Buenos Aires,August 2017
I4FY6GBU,False,13,MALE,Solo Leisure,Economy Class,LW,Buenos Aires to Iguazu,April 2017
LY4IP7AY,False,24,FEMALE,Solo Leisure,Business Class,LW,New York JFK to Salta via EZE,March 2017
LP8CRG33,False,20,FEMALE,Couple Leisure,Business Class,LW,Buenos Aires to Rio de Janeiro,March 2016
ZMJLHODE,False,24,FEMALE,Couple Leisure,Economy Class,LW,El Calafate to Buenos Aires,February 2017
SAFL4NOS,False,42,MALE,Business,Business Class,LW,Buenos Aires to London via Rome,February 2017
BMNO6OTV,False,25,FEMALE,Family Leisure,Economy Class,LW,Buenos Aires to Ushuaia via Trelew,January 2017
ORXJ5MVH,False,17,MALE,Business,Economy Class,LW,AEP to SCL,January 2017
HKBJNISZ,False,41,MALE,Solo Leisure,Premium Economy,LW,AEP to MDQ,December 2016
JOBJSQ24,False,38,FEMALE,Couple Leisure,Economy Class,LW,EZE to USH,December 2016
B27P94L6,False,15,FEMALE,Family Leisure,Economy Class,LW,EZE to FLN,December 2016
ZIB2K322,False,24,MALE,Solo Leisure,Economy Class,LW,BUE to USH,December 2016
BBF7FLMY,False,32,FEMALE,Solo Leisure,Economy Class,LW,GIG to JFK via AEP / EZE,December 2016
MXK8L9JH,False,20,MALE,Solo Leisure,Economy Class,LW,SCL to JFK via EZE,November 2016
EU5J77R6,False,16,FEMALE,Business,Economy Class,LW,JFK to GRU via EZE,August 2016
MDFGCVNS,False,19,MALE,Couple Leisure,Premium Economy,LW,IGR to AEP,June 2016
XXWNBBVN,False,21,MALE,Solo Leisure,Economy Class,LW,AEP to SCL,May 2016
UNP7IPYN,False,32,FEMALE,Business,Economy Class,LW,ROS to AEP,April 2016
LYFTEIUW,False,20,FEMALE,Family Leisure,Business Class,LW,EZE to BOG,March 2016
Y5VBE2SX,False,23,FEMALE,Family Leisure,Economy Class,LW,IGR to AEP,May 2015
BGLV8QR5,False,24,MALE,Solo Leisure,Economy Class,LW,REL to EZE,January 2016
ENMW8QNT,False,51,MALE,Solo Leisure,Economy Class,LW,EZE to MIA,November 2015
MD8DVHZ9,False,14,MALE,Business,Business Class,LW,ROS to BCN via EZE,December 2015
IRIMWXPY,False,39,MALE,Family Leisure,Economy Class,LW,AEP to Iguazu,October 2015
PYF6Y4VT,False,13,MALE,Business,Economy Class,LW,AEP to MDQ,November 2015
VW5RXO3W,False,27,MALE,Business,Economy Class,LW,Rosario to Buenos Aires via Cordoba,August 2015
DP6QNH97,False,14,MALE,Solo Leisure,Economy Class,LW,Buenos Aires to Miami,July 2015
DSINPBD6,False,23,FEMALE,Business,Business Class,LW,FCO to EZE,July 2015
C34V3RO4,True,17,FEMALE,Couple Leisure,Economy Class,DZ,Guadalajara to Puerto Vallarta,October 2019
GNXVQEIN,True,28,FEMALE,Couple Leisure,Economy Class,DZ,Puerto Vallarta to Guadalajara,September 2019
JN6KIIE7,True,19,MALE,Family Leisure,First Class,DZ,Puerto Escondido to Mexico City,October 2018
O4Q83PGH,True,16,FEMALE,Family Leisure,Economy Class,DZ,Oaxaca to Mexico City ,November 2018
CQIOC4VG,True,51,MALE,Couple Leisure,Economy Class,DZ,Oaxaca to Tuxtla Gutierrez,June 2018
MD466NLZ,True,21,MALE,Family Leisure,Economy Class,DZ,Ixtapa Zihuatanejo to Acapulco via Mexico City,December 2017
LX7Z93GH,True,25,FEMALE,Family Leisure,Economy Class,DZ,Ixtapa-Zihuatanejo to Mexico City,January 2018
PHVDB7Q7,False,38,FEMALE,Solo Leisure,Economy Class,DZ,PXM to MEX,December 2015
JEPB9ELL,False,13,MALE,Business,Economy Class,DZ,MEX to CVM,April 2012
L7SKDIBM,False,26,FEMALE,Couple Leisure,Economy Class,NX,Los Angeles  to Mexico City,July 2023
PGZSX9IJ,False,13,FEMALE,Solo Leisure,Economy Class,NX,Hermosillo to Mexico City,June 2023
GMPI2QAX,True,40,MALE,Family Leisure,Economy Class,NX,Mexico City to Guatemala City,June 2023
I2A2LOH4,False,34,MALE,Business,Premium Economy,NX,London Heathrow to Mexico City ,June 2023
F73Q3P6M,True,37,FEMALE,Business,Business Class,NX,Puerto Vallarta to Mexico City,May 2023
VZLWPJPT,True,23,FEMALE,Solo Leisure,Economy Class,NX,Madrid to Monterrey,March 2023
RMO9GQ2O,True,17,FEMALE,Couple Leisure,Economy Class,NX,San Francisco to Puerto Vallarta via Mexico City,March 2023
YJQK3GKN,True,25,MALE,Family Leisure,Economy Class,NX,Toronto to Los Cabos via Mexico city,May 2023
WOHJEUOQ,False,39,FEMALE,Couple Leisure,Economy Class,NX,Los Angeles to Ciudad Juarez,May 2023
YQCUTWIY,True,32,MALE,Business,Economy Class,NX,Cancun to Mexico City,May 2023
BZICQURA,True,24,MALE,Couple Leisure,Economy Class,NX,Mexico City to Tijuana via Guadalajara,March 2023
ZKU45WRQ,False,37,MALE,Family Leisure,Economy Class,NX,El Salvador to Vancouver via Mexico City,April 2023
TV7JGWS2,True,16,MALE,Business,Business Class,NX,Paris to Mexico city,April 2023
YTNBDODE,True,18,FEMALE,Couple Leisure,Economy Class,NX,Juárez to Puerto Vallarta,May 2023
RYM73SBS,True,13,FEMALE,Couple Leisure,Economy Class,NX,Mexico City to Puerto Escondido ,May 2023
JWGR8WWB,False,38,FEMALE,Couple Leisure,Economy Class,NX,Toronto to Mexico City,May 2023
YG4XL4DC,True,16,MALE,Couple Leisure,Economy Class,NX,Toronto to Mexico City,April 2023
I8FUS78A,False,31,FEMALE,Family Leisure,Economy Class,NX,México City to Calgary,April 2023
DFP7DDCL,True,27,FEMALE,Family Leisure,Economy Class,NX,Los Angeles to Aguascalientes via Mexico City,April 2023
IFDK5FNI,False,61,FEMALE,Family Leisure,Economy Class,NX,Mexico City to Los Angeles,January 2023
GA7GBDH2,True,31,FEMALE,Solo Leisure,Economy Class,NX,Culiacán Mexico to Mexico City via Atlanta,April 2023
OAV5QXEY,True,37,MALE,Family Leisure,Economy Class,NX,Mexico City to New York ,April 2023
TQUZUJAF,True,54,FEMALE,Couple Leisure,Economy Class,NX,Mexico City to Cancun,March 2023
UBF7XPSC,False,36,FEMALE,Solo Leisure,Economy Class,NX,Bogota to London via Mexico City,March 2023
D4QWUDMS,True,37,FEMALE,Business,Business Class,NX,Orlando to Mexico City,March 2023
RBTPEC6R,True,16,MALE,Solo Leisure,Premium Economy,NX,Mexico City to Toronto,March 2023
HZD32D6U,True,29,MALE,Solo Leisure,Economy Class,NX,Philadelphia to Tijuana via Atlanta / Mexico city,August 2022
X4ZWDRLV,True,21,MALE,Solo Leisure,Economy Class,NX,Mexico City to Houston,December 2022
HY7O45G2,True,16,MALE,Solo Leisure,Premium Economy,NX,Oaxaca to Mexico City,February 2023
E9PBEYNQ,True,27,MALE,Couple Leisure,Economy Class,NX,Cancun to San Francisco via Mexico city,February 2023
ZKZ23N37,True,17,MALE,Couple Leisure,Business Class,NX,Mexico City to Los Cabos,February 2023
JQ7RU4JK,True,22,MALE,Family Leisure,Economy Class,NX,Dallas to Oaxaca via Mexico City,October 2022
XN9UMM7D,False,18,MALE,Family Leisure,Premium Economy,NX,Seattle to Mexico City,December 2022
SI4L8U48,True,16,MALE,Couple Leisure,Economy Class,NX,Mexico City to San José Cabo ,December 2022
VCUTFC65,True,21,MALE,Solo Leisure,Economy Class,NX,Mexico City to San Jose,December 2022
HPYDR5IS,False,22,MALE,Family Leisure,Economy Class,NX,Vancouver to Cancun,October 2022
PVPJRZL7,False,29,FEMALE,Family Leisure,Business Class,NX,London to Monterrey via Mexico City,November 2022
B7Y2ZXRU,False,29,MALE,Couple Leisure,Economy Class,NX,Portland to Cancun ,December 2022
ORTC4OEE,True,24,FEMALE,Family Leisure,Economy Class,NX,México city to Tijuana,December 2022
B9UHTMOE,False,23,MALE,Couple Leisure,Economy Class,NX,Guanajuato to Mexico city,December 2022
T5QNQCVF,True,13,FEMALE,Couple Leisure,Business Class,NX,Veracruz to Guadalajara via Mexico City,November 2022
WEZYOMHZ,False,34,MALE,Family Leisure,Economy Class,NX,Peurto Escondido to Vancouver via Mexico City,November 2022
XULJ5WJV,True,46,FEMALE,Business,Economy Class,NX,San Salvador to Vancouver via Mexico City,November 2022
U4KCFHL7,True,44,MALE,Solo Leisure,Business Class,NX,Sao Paulo to Mexico City,November 2022
UOGMRQWQ,True,22,MALE,Couple Leisure,Economy Class,NX,Puerto Vallarta to Toronto via Mexico City,November 2022
RF3MG27C,False,44,MALE,Family Leisure,Economy Class,NX,"Sacramento to Cancun,",October 2022
UAMNI7C4,False,32,MALE,Couple Leisure,First Class,NX,Austin to Lima via Mexico City,July 2022
VF7UDRYI,True,17,MALE,Solo Leisure,Economy Class,NX,Tijuana to Puerto Vallarta via Mexico City,October 2022
PDTFZQRH,True,23,FEMALE,Couple Leisure,Economy Class,NX,Madrid to Managua via Mexico,November 2021
YUB79RUI,False,33,FEMALE,Business,Economy Class,NX,San Francisco to Mexico City,November 2021
NJ94JZ46,False,30,MALE,Family Leisure,Economy Class,NX,Houston to Nicaragua,November 2021
LINX86QG,True,28,FEMALE,Business,Economy Class,NX,Mexico City to New York JFK,October 2022
YUOYVLEM,False,33,FEMALE,Business,Business Class,NX,Chicago to Guadalajara,June 2022
H5YKP9KY,False,17,FEMALE,Solo Leisure,Economy Class,NX,Austin to Mexico City,September 2022
BOSJSYVJ,False,25,MALE,Solo Leisure,Economy Class,NX,Miami to Chiapas Tapachula,September 2022
DBJHHBSS,True,49,FEMALE,Couple Leisure,Economy Class,NX,Denver to Oaxaca,September 2022
EJJF7SZV,False,15,MALE,Couple Leisure,Economy Class,NX,Salt Lake City to Mexico City,August 2022
AIDCOUXT,False,20,MALE,Solo Leisure,Economy Class,NX,Lima to Vancouver via Mexico,August 2022
OWRKDLUX,True,16,MALE,Couple Leisure,Economy Class,NX,San Jose to Toronto via Mexico City,August 2022
MO8PSO9Y,True,16,MALE,Couple Leisure,Economy Class,NX,San Francisco to Guadalajara,August 2022
X8AQD8HN,True,16,MALE,Business,Business Class,NX,Vancouver to Torreon via Mexico City,July 2022
A8PSUZFB,False,31,FEMALE,Business,Business Class,NX,Monterrey to Quito via México,July 2022
OCNPJ29I,True,21,FEMALE,Couple Leisure,Economy Class,NX,Mexico to Vancouver,July 2022
YZRE2WWU,False,58,MALE,Business,Business Class,NX,Toronto to Cabo via Mexico City,June 2022
RK8GY862,False,37,MALE,Family Leisure,Economy Class,NX,San Antonio to San Jose via Mexico City,May 2022
OTUJ8FY6,True,17,FEMALE,Solo Leisure,Economy Class,NX,Mexico City to San Luis Potosi,June 2022
IVRORCM8,True,30,FEMALE,Business,Economy Class,NX,Manchester to Monterrey via Amsterdam & Mexico City,June 2022
IAV33C5O,True,25,MALE,Couple Leisure,Economy Class,NX,Huatulco to Tijuana,June 2022
FNGORT26,True,13,MALE,Solo Leisure,Business Class,NX,Medellin to San Antonio,May 2022
NENSZ4DU,True,26,MALE,Business,Business Class,NX,Mexico City to Amsterdam,June 2022
LKUIUDPN,False,23,MALE,Solo Leisure,Economy Class,NX,Guadalajara to Austin,January 2022
HFYWXJ5S,False,16,FEMALE,Solo Leisure,Economy Class,NX,Lima to Los Angeles,June 2022
YR72696H,True,22,FEMALE,Family Leisure,Business Class,NX,Los Angeles to Madrid via Mexico City,July 2021
